Object Full Name,Diameter (km),Albedo,Rotation Period (hrs),Absolute Magnitude Parameter,Epoch of Oscillation in Julian Day Form,Eccentricity,Semi-Major Axis (au),Perihelion Distance (au),Inclination (degrees),Longitude of Ascending Node (deg),Argument of Perihelion (deg),Mean Anomaly (deg),Aphelion distance (au),Mean motion (deg/day),Earth Minimum Orbit Intersection Distance (au),Potentially Hazardous Asteroid
       (2019 SF6),,,,26.22,2459800.5,0.4162,0.7628,0.445,2.17,201.09,3.27,245.15,1.08,1.479,0.015,0
       (2019 SH6),,,2.8903,20,2459800.5,0.476,2.005,1.051,8.16,107.31,6.79,327.25,2.96,0.3472,0.0696,0
       (2019 SJ6),,,,25.6,2459800.5,0.4225,1.932,1.116,1.76,172.98,200.52,19.81,2.75,0.3669,0.117,0
       (2019 SO6),,,,25.4,2458753.5,0.8331,2.32,0.387,1.11,5,241.15,13.92,4.25,0.2789,0.00278,0
       (2019 SP6),,,,22.35,2459800.5,0.1062,1.371,1.226,34.84,185.23,133.18,327.76,1.52,0.6139,0.259,0
       (2019 SQ6),,,,25.6,2458755.5,0.5132,2.136,1.04,1.9,213.64,136.6,4.4,3.23,0.3158,0.0406,0
       (2019 SR6),,,,24.5,2458753.5,0.5376,2.451,1.134,4.61,359.56,338.49,5.8,3.77,0.2568,0.128,0
       (2019 ST6),,,,25,2458755.5,0.4169,1.754,1.023,23.92,184.27,153.3,10.79,2.48,0.4244,0.0502,0
       (2019 SU6),,,,26.4,2459800.5,0.5328,1.627,0.76,6.78,6.25,284.84,159.82,2.49,0.4748,0.00591,0
       (2019 SV6),,,,23.8,2459800.5,0.5028,0.7912,0.393,6.17,4.32,173.88,226.23,1.19,1.4,0.0532,0
       (2019 SW6),,,,25.7,2458753.5,0.5389,2.279,1.051,8.04,5.28,329.65,7.22,3.51,0.2864,0.0689,0
       (2019 SX6),,,,26,2458753.5,0.4511,1.799,0.988,1.36,19,312.89,10.78,2.61,0.4084,0.0108,0
       (2019 SY6),,,,25.1,2459800.5,0.5351,0.7981,0.371,11.14,183.38,31.41,109.91,1.23,1.382,0.015,0
       (2019 SZ6),,,,22.2,2458755.5,0.7829,1.193,0.259,12.56,206.9,15.28,45.28,2.13,0.7565,0.112,0
       (2019 SA7),,,,24.4,2458755.5,0.2572,1.439,1.069,28.19,189.61,132.68,25.46,1.81,0.5712,0.134,0
       (2019 SC7),,,,21.5,2459800.5,0.3237,1.832,1.239,10.88,344.4,87.76,25.08,2.42,0.3975,0.329,0
       (2019 SD7),,,,23.7,2459800.5,0.3767,1.763,1.099,14.1,172.18,212.93,69.41,2.43,0.4209,0.129,0
       (2019 SE7),,,,23.9,2458755.5,0.1942,1.195,0.963,32.39,192.5,76.03,75.13,1.43,0.7546,0.0909,0
       (2019 SF7),,,,24.8,2458759.5,0.4967,2.105,1.06,4.1,234.81,95.29,12.22,3.15,0.3227,0.0879,0
       (2019 SH7),,,,23.3,2459800.5,0.3583,1.766,1.133,12.72,197.06,148.16,90.47,2.4,0.42,0.156,0
       (2019 SJ7),,,,22.5,2459800.5,0.5358,2.595,1.204,7.97,207.3,154.16,250.08,3.99,0.2358,0.212,0
       (2019 SK7),,,,22.9,2459800.5,0.276,0.9654,0.699,17.81,196.38,332.46,218.95,1.23,1.039,0.15,0
       (2019 SL7),,,,25.7,2459800.5,0.698,2.484,0.75,2.74,198.57,244.12,250.13,4.22,0.2518,0.00215,0
       (2019 SM7),,,,21.3,2459800.5,0.4345,1.196,0.676,12.17,34.96,200.14,161.91,1.72,0.7537,0.192,0
       (2019 SN7),,,,25.4,2458752.5,0.4709,1.83,0.968,0.64,149.47,166.79,16.88,2.69,0.3981,0.00299,0
       (2019 SO7),,,,23.1,2458755.5,0.6231,2.795,1.053,8.31,202.99,209.64,352.16,4.54,0.211,0.0828,0
       (2019 SV7),,,,22.2,2459800.5,0.682,2.768,0.88,4.21,118.06,316.81,208.8,4.66,0.214,0.00152,0
       (2019 SW7),,,,22.1,2458750.5,0.4933,2.414,1.223,6.12,119.33,201.37,9.67,3.61,0.2627,0.214,0
       (2019 SC8),,,,23.5,2458754.5,0.5298,1.042,0.49,28.75,2.6,130.12,293.34,1.59,0.9262,0.0807,0
       (2019 SD8),,,,27.4,2459800.5,0.5025,1.761,0.876,3.72,5.24,54.49,63.47,2.65,0.4218,0.00374,0
       (2019 SE8),,,,26.9,2459800.5,0.748,2.039,0.514,2.53,193.58,272.45,337.46,3.56,0.3385,0.00416,0
       (2019 SF8),,,,23.3,2459800.5,0.4832,1.901,0.982,3.86,208.96,115.68,45.54,2.82,0.3761,0.0433,0
       (2019 SH8),,,,23.5,2459800.5,0.5704,2.474,1.063,1.83,246.33,152.64,256.86,3.89,0.2533,0.0727,0
       (2019 SJ8),,,,24.5,2459800.5,0.3698,1.562,0.985,8.25,199.1,216.34,144.02,2.14,0.5047,0.0302,0
       (2019 SK8),,,,26.1,2459800.5,0.3314,1.356,0.907,8.96,10.63,61.74,256.04,1.81,0.6242,0.0245,0
       (2019 SL8),,,,25.9,2458756.5,0.3626,1.215,0.774,16.29,6.96,86.22,313.57,1.66,0.7359,0.0186,0
       (2019 SM8),,,,29.2,2459800.5,0.5184,1.533,0.738,4.64,188.5,256.09,155.46,2.33,0.5194,0.000704,0
       (2019 SO8),,,,26.7,2459800.5,0.3231,1.399,0.947,11.78,187.54,132.67,285.46,1.85,0.5955,0.0191,0
       (2019 SP8),,,,25.4,2458757.5,0.5255,2.203,1.045,4.99,199.06,145.72,5.97,3.36,0.3015,0.0585,0
       (2019 SQ8),,,,23.26,2459800.5,0.67,2.313,0.763,2.91,39.98,235.94,311.97,3.86,0.2802,0.00907,0
       (2019 SR8),,,,25.5,2458754.5,0.5092,1.783,0.875,1.15,74.55,353.14,338.27,2.69,0.414,0.013,0
       (2019 SS8),,,,25.4,2458754.5,0.3178,1.617,1.103,10.74,8.59,352.85,2.75,2.13,0.4796,0.102,0
       (2019 ST8),,,,25.4,2458757.5,0.7059,2.757,0.811,1.87,183.74,121,9,4.7,0.2153,0.000839,0
       (2019 SU8),,,,21.9,2459800.5,0.656,2.045,0.703,7.32,290.82,177.9,323.84,3.39,0.337,0.12,0
       (2019 SV8),,,,20.54,2459800.5,0.6502,1.673,0.585,14.9,350.4,150.58,67.15,2.76,0.4554,0.217,0
       (2019 SW8),,,,25.7,2459800.5,0.371,1.615,1.016,1.28,344.92,344.84,157.15,2.21,0.48,0.00755,0
       (2019 SX8),,,,28.9,2459800.5,0.3827,1.53,0.944,4.88,186.12,140.87,200.95,2.12,0.521,0.0021,0
       (2019 SY8),,,,24.8,2459800.5,0.2694,1.578,1.153,3.93,202.16,151.18,167.52,2,0.497,0.152,0
       (2019 SZ8),,,,26.2,2458757.5,0.0755,1.041,0.962,12.39,191.07,45.69,123.64,1.12,0.928,0.0168,0
       (2019 SA9),,,,26.8,2458756.5,0.6067,2.336,0.919,0.68,235.72,83.54,9.91,3.75,0.2761,0.00797,0
       (2019 SB9),,,,28.1,2459800.5,0.2641,1.139,0.838,12.07,5.38,280.17,178.39,1.44,0.8107,0.00677,0
       (2019 SC9),,,,21.7,2459800.5,0.6219,2.816,1.065,3.69,70.3,338.7,209.65,4.57,0.2086,0.0794,0
       (2019 SE9),,,,25.15,2459800.5,0.1927,1.258,1.016,3.31,203.15,143.77,20.95,1.5,0.6981,0.0284,0
       (2019 SF9),,,,24.4,2459800.5,0.0953,1.056,0.956,27.25,4.9,65.63,173.45,1.16,0.908,0.00528,0
       (2019 SG9),,,,25,2458757.5,0.7099,2.984,0.866,9.23,5.23,305.92,7.67,5.1,0.1913,0.0156,0
       (2019 SH9),,,,27.8,2458757.5,0.5952,1.89,0.765,6.16,188.5,250.42,342.11,3.01,0.3795,0.00377,0
       (2019 SJ9),,,,27.1,2459800.5,0.3721,1.581,0.992,10.99,6.09,27.31,145.67,2.17,0.496,0.0193,0
       (2019 SK9),,,,27.1,2458758.5,0.6924,2.532,0.779,3.31,4.1,295.39,11.43,4.29,0.2446,0.00161,0
       (2019 ST9),,,,20.61,2459800.5,0.6066,1.667,0.656,29.84,190.88,295.71,69.81,2.68,0.4579,0.126,0
       (2019 SU9),,,,24.07,2459800.5,0.2723,1.512,1.1,2.63,248.36,141.38,181.97,1.92,0.5301,0.11,0
       (2019 SV9),,,,25.4,2458760.5,0.629,2.218,0.823,2.51,218.7,215.27,346.1,3.61,0.2983,0.0161,0
       (2019 SW9),,,,24.5,2459800.5,0.196,1.325,1.066,6.15,359.73,336.65,332.57,1.59,0.6459,0.0664,0
       (2019 SX9),,,,25.1,2458757.5,0.019,1.129,1.108,20.3,189.89,22.22,152.77,1.15,0.8212,0.109,0
       (2019 SZ9),,,,24.4,2458753.5,0.2568,1.426,1.06,36.97,6.43,50.48,328.73,1.79,0.5787,0.138,0
       (2019 SA10),,,,22.5,2459800.5,0.4981,2.58,1.295,5.12,25.53,19.55,237.91,3.86,0.2379,0.306,0
       (2019 SB10),,,,22.8,2459800.5,0.5447,2.723,1.24,3.44,320.87,72.99,221.9,4.21,0.2193,0.254,0
       (2019 SD10),,,,24.6,2458758.5,0.4475,1.341,0.741,15.91,5.74,260.58,51.06,1.94,0.6347,0.000203,0
       (2019 SK10),,,,20.3,2459800.5,0.4608,1.255,0.677,46.09,198.7,11.4,160.59,1.83,0.7011,0.318,0
       (2019 SM10),,,,25.1,2458744.5,0.4744,2.12,1.115,4.95,190.73,143.56,6.25,3.13,0.3192,0.117,0
       (2019 SN10),,,,21.2,2459800.5,0.5777,2.15,0.908,25.3,188.49,287.22,288.25,3.39,0.3127,0.153,0
       (2019 SO10),,,,21.4,2459800.5,0.5663,2.911,1.262,13.66,151.73,243.33,200.16,4.56,0.1985,0.344,0
       (2019 SP10),,,,22.5,2459800.5,0.4158,2.161,1.262,7.91,46.88,347.61,313.1,3.06,0.3103,0.271,0
       (2019 SQ10),,,,25.3,2458758.5,0.3277,1.516,1.019,7.09,183.99,171.99,7.7,2.01,0.5281,0.0181,0
       (2019 SR10),,,,24.9,2459800.5,0.5856,2.55,1.057,1.97,54.06,303.43,254.81,4.04,0.242,0.0606,0
       (2019 SU10),,,,27.2,2458752.5,0.6165,2.594,0.995,16.41,182.27,194.99,357.19,4.19,0.2359,0.00479,0
       (2019 SV10),,,,23.8,2458757.5,0.2168,1.37,1.073,21.48,185.95,219.75,337.17,1.67,0.6149,0.112,0
       (2019 SW10),,,,23.34,2459800.5,0.5624,1.286,0.563,1.48,107.81,20.67,290.74,2.01,0.6757,0.0216,0
       (2019 SB11),,,,20.3,2458756.5,0.4597,2.336,1.262,5.57,312.13,331.42,40.92,3.41,0.276,0.25,0
       (2019 SC11),,,,23.2,2458757.5,0.7823,2.44,0.531,6.32,160.99,105.36,14.88,4.35,0.2586,0.0222,0
       (2019 SD11),,,,23.5,2459800.5,0.5253,1.981,0.941,6.24,42.83,38.76,346.59,3.02,0.3534,0.0127,0
       (2019 SE11),,,,25.8,2458748.5,0.5156,2.199,1.065,8.56,177.95,197.53,355.05,3.33,0.3023,0.0716,0
       (2019 TA),,,,29.4,2459800.5,0.2414,1.246,0.945,3.46,7.13,312.74,48.99,1.55,0.7091,0.00236,0
       (2019 TB),,,,27.3,2459800.5,0.2124,1.195,0.941,0.48,316.63,354.95,103.71,1.45,0.7544,0.00585,0
       (2019 TC),,,,26.4,2458761.5,0.6243,2.755,1.035,16.44,7.72,351.47,2.35,4.48,0.2155,0.037,0
       (2019 TD),,,,29.2,2459800.5,0.5014,1.88,0.937,3.24,186.6,143.61,49.99,2.82,0.3824,0.000339,0
       (2019 TE),,,,28,2458758.5,0.6029,1.371,0.545,4.8,4.12,258.61,34.48,2.2,0.6139,0.00141,0
       (2019 TF),,,,27.6,2458758.5,0.1736,1.266,1.046,18.43,6.95,352.3,6.18,1.49,0.6918,0.046,0
       (2019 TG),,,,24.7,2458757.5,0.2646,1.469,1.08,22.48,187.71,149.36,16.1,1.86,0.5538,0.106,0
       (2019 TH),,,,25.7,2458752.5,0.4626,1.695,0.911,12.78,5.4,56.52,337.79,2.48,0.4468,0.0365,0
       (2019 TJ),,,,23.5,2459800.5,0.476,1.646,0.863,8.34,184.13,113.1,153.9,2.43,0.4666,0.0257,0
       (2019 TK),,,,28.1,2459800.5,0.5648,1.958,0.852,11.63,189.75,234.41,0.59,3.06,0.3598,0.00179,0
       (2019 TL),,,,24.2,2459800.5,0.4177,1.828,1.065,6.21,202.28,166.77,53.71,2.59,0.3988,0.0685,0
       (2019 TM),,,,25,2459800.5,0.5962,2.045,0.826,3.76,0.99,69.55,336.08,3.26,0.337,0.0133,0
       (2019 TN),,,,22,2459800.5,0.2451,1.238,0.935,16.88,192.87,43.79,129.47,1.54,0.7155,0.00883,0
       (2019 TO),,,,21.6,2459800.5,0.2703,1.527,1.114,24.32,192.7,215.73,155.25,1.94,0.5226,0.155,0
       (2019 TP),,,,20.7,2459800.5,0.227,1.664,1.286,27.34,187.96,146.05,131.23,2.04,0.4591,0.317,0
       (2019 TQ),,,,24.7,2458759.5,0.4887,1.734,0.887,35.97,8,53.59,342.62,2.58,0.4316,0.0197,0
       (2019 TR),,,,25.6,2459800.5,0.4727,1.913,1.008,4.87,193.08,152.31,35.01,2.82,0.3726,0.0251,0
       (2019 TS),,,,25.6,2459800.5,0.3802,1.509,0.935,0.53,140.71,277.74,171.76,2.08,0.5316,0.0067,0
       (2019 TT),,,,24.8,2458753.5,0.3628,1.621,1.033,11.8,189.36,199.07,347.1,2.21,0.4774,0.0452,0
       (2019 TU),,,,26,2459800.5,0.4264,1.502,0.861,0.71,130.03,302.07,171.33,2.14,0.5354,0.000771,0
       (2019 TV),,,,28.1,2459800.5,0.4979,1.914,0.961,6.69,11.28,31.01,17.51,2.87,0.3722,0.00553,0
       (2019 TW),,,,27.7,2459800.5,0.2468,1.343,1.011,2.38,183.9,183.61,300.36,1.67,0.6335,0.00977,0
       (2019 TX),,,,28.7,2459800.5,0.3289,1.358,0.912,1.5,10.63,51.09,261.16,1.81,0.6225,0.000556,0
       (2019 TY),,,,22.7,2458759.5,0.6187,2.562,0.977,5.41,161.5,254.49,351.52,4.15,0.2404,0.0741,0
       (2019 TZ),,,,26.6,2458759.5,0.3842,1.087,0.67,1.24,150.37,326.68,298.26,1.51,0.8692,0.0155,0
       (2019 TA1),,,,26.1,2459800.5,0.2641,1.306,0.961,7.99,12.11,56.16,291.37,1.65,0.6603,0.0388,0
       (2019 TC1),,,,27.4,2458759.5,0.5211,1.625,0.778,2.02,180.07,263.75,335.14,2.47,0.4757,0.00879,0
       (2019 TE1),,,,23.9,2458758.5,0.4618,2.136,1.15,22.46,188.78,200.56,354.01,3.12,0.3157,0.168,0
       (2019 TF1),,,,27.4,2458772.5,0.3404,1.335,0.881,1.24,180.01,121.77,42.95,1.79,0.6388,0.000197,0
       (2019 TK1),,,,24.1,2458762.5,0.2106,1.298,1.025,19.39,11.4,33.02,338.47,1.57,0.6665,0.0525,0
       (2019 TM1),,,,24.2,2459800.5,0.1777,1.186,0.976,12.67,8.01,281.78,131.79,1.4,0.7628,0.0825,0
       (2019 TN1),,,,26.7,2458761.5,0.6139,2.604,1.005,2.82,181.14,216.24,354.78,4.2,0.2345,0.0269,0
       (2019 TO1),,,,25.4,2458766.5,0.342,1.461,0.962,1.93,53.31,262.04,30.91,1.96,0.558,0.0237,0
       (2019 TP1),,,,21.1,2459800.5,0.2693,1.296,0.947,25.22,12.05,126.29,227.17,1.64,0.6683,0.0352,1
       (2019 TS1),,,,24.1,2458760.5,0.2304,1.305,1.004,23.33,4.36,71.66,313.06,1.61,0.6611,0.134,0
       (2019 TT1),,,,26.1,2459800.5,0.4723,1.467,0.774,9.12,17.84,75.15,183.47,2.16,0.5545,0.00727,0
       (2019 TV1),,,,26,2459800.5,0.0787,1.096,1.01,16.76,17.37,304.24,215.75,1.18,0.8589,0.0436,0
       (2019 TW1),,,,27.8,2459800.5,0.5142,1.815,0.882,8.09,14.96,49.2,42.89,2.75,0.4032,0.000265,0
       (2019 TY1),,,,26.1,2458755.5,0.366,1.65,1.046,8.3,182.39,190.72,356.51,2.25,0.4651,0.0473,0
       (2019 TZ1),,,,24,2459800.5,0.3515,1.602,1.039,4.06,136.87,278.56,125.16,2.17,0.486,0.0877,0
       (2019 TA2),,,,24.8,2459800.5,0.2094,0.9438,0.746,9.5,28.34,127.06,269.74,1.14,1.075,0.0254,0
       (2019 TB2),,,,20.7,2459800.5,0.4346,2.135,1.207,4.97,341.86,322.57,347.26,3.06,0.316,0.2,0
       (2019 TC2),,,,27.9,2459800.5,0.358,1.282,0.823,8.5,187.16,107.96,24.3,1.74,0.6786,0.00249,0
       (2019 TE2),,,,25.5,2459800.5,0.591,2.335,0.955,4.02,26.61,29.29,276.77,3.71,0.2763,0.00288,0
       (2019 TF2),,,,26.3,2459800.5,0.0798,1.043,0.959,2.41,171.37,300.25,149.97,1.13,0.9258,0.00227,0
       (2019 TG2),,,,24,2458762.5,0.3148,1.36,0.932,29.13,10.5,301.78,31,1.79,0.6215,0.045,0
       (2019 TH2),,,,26.5,2459800.5,0.4606,1.857,1.002,7.81,15.88,22.51,35.28,2.71,0.3894,0.0231,0
       (2019 TL2),,,,24.4,2459800.5,0.2075,1.392,1.103,9.04,169.87,215.36,255.22,1.68,0.6004,0.121,0
       (2019 TM2),,,,24.2,2459800.5,0.2395,1.345,1.023,2.16,64.75,335.17,280.93,1.67,0.6318,0.0354,0
       (2019 TN2),,,,23.2,2458762.5,0.1382,1.197,1.032,29.73,195.42,126.29,43.68,1.36,0.7522,0.0843,0
       (2019 TQ2),,,,24.8,2459800.5,0.6733,2.867,0.937,8.46,22.94,44.6,201.31,4.8,0.203,0.0298,0
       (2019 TR2),,,,23.4,2459800.5,0.6041,2.143,0.848,12.69,24.56,62.66,307.31,3.44,0.3142,0.034,0
       (2019 TS2),,,,25.6,2458783.5,0.3778,1.696,1.055,8.66,180.04,204.59,4.42,2.34,0.4462,0.0694,0
       (2019 TT2),,,,26.8,2459800.5,0.5749,2.321,0.987,2.14,15.87,331,294.89,3.66,0.2787,0.0077,0
       (2019 TU2),,,,26.4,2458762.5,0.3355,1.324,0.88,2.69,171.34,126.93,39.34,1.77,0.6468,0.00521,0
       (2019 TV2),,,,23,2459800.5,0.5775,2.332,0.985,6.02,45.01,293.5,295.29,3.68,0.2768,0.0721,0
       (2019 TE3),,,,25.5,2459800.5,0.2349,0.838,0.641,23.12,11.88,169.35,89.72,1.03,1.285,0.0298,0
       (2019 TF3),,,,28,2459800.5,0.265,0.8135,0.598,3.65,14.78,157.35,166.47,1.03,1.343,0.0012,0
       (2019 TK3),,,,19.2,2459800.5,0.678,2.172,0.699,37.23,50.32,237.35,344.47,3.64,0.308,0.123,0
       (2019 TL3),,,,24.9,2459800.5,0.4437,1.783,0.992,21.29,13.37,25.52,60.67,2.57,0.4141,0.0221,0
       (2019 TM3),,,,27.6,2459800.5,0.1634,1.05,0.879,17.01,194.25,263.45,163.83,1.22,0.9157,0.00424,0
       (2019 TO3),,,,24.7,2458763.5,0.4281,1.739,0.995,11.79,203.62,212.27,344.3,2.48,0.4298,0.038,0
       (2019 TP3),,,,26.4,2458764.5,0.3693,1.559,0.983,11.36,10.39,332.43,14.23,2.14,0.5061,0.0114,0
       (2019 TQ3),,,,25.9,2458763.5,0.639,1.916,0.692,9.4,192.11,266.29,340.29,3.14,0.3717,0.0234,0
       (2019 TV3),,,,23.2,2458762.5,0.4759,2.129,1.116,3.79,157.07,247.7,351.97,3.14,0.3173,0.139,0
       (2019 TW3),,,,22.3,2459800.5,0.4346,2.096,1.185,6.05,90.06,285.66,337.68,3.01,0.3247,0.217,0
       (2019 TA4),,,,20.3,2459800.5,0.6822,2.345,0.745,27.47,209,78.1,303.04,3.94,0.2745,0.0579,0
       (2019 TB4),,,,24.1,2459800.5,0.1942,1.382,1.114,15.23,199.52,156.32,280.37,1.65,0.6065,0.127,0
       (2019 TC4),,,,23.3,2459800.5,0.1561,1.299,1.096,22.35,205.24,215.54,296.01,1.5,0.6657,0.127,0
       (2019 TJ4),,,,20.7,2459800.5,0.4633,2.172,1.166,7.17,106.59,219.98,341.69,3.18,0.3079,0.172,0
       (2019 TK4),,,,21,2459800.5,0.5318,2.723,1.275,30.66,200.07,174.87,230.33,4.17,0.2193,0.279,0
       (2019 TL4),,,,19.1,2459800.5,0.6802,3.027,0.968,15.93,220.49,263.98,167.71,5.09,0.1872,0.213,0
       (2019 TM4),,,,24,2458764.5,0.601,2.509,1.001,18.15,8.24,329.79,8.73,4.02,0.248,0.0447,0
       (2019 TN4),,,,23.2,2458766.5,0.257,1.382,1.027,2.74,224.15,54,69.43,1.74,0.6069,0.036,0
       (2019 TO4),,,,24.1,2458764.5,0.4457,2.243,1.243,11.51,208.47,155.71,3.39,3.24,0.2934,0.255,0
       (2019 TP4),,,,26.4,2458764.5,0.2691,1.339,0.979,6.06,10.06,312.29,30.08,1.7,0.6361,0.0269,0
       (2019 TQ4),,,,21,2459800.5,0.4061,1.041,0.618,43.93,210.81,317.03,127.89,1.46,0.9284,0.204,0
       (2019 TR4),,,,26.8,2458773.5,0.1838,1.193,0.974,4.48,199.64,120.72,45.58,1.41,0.7564,0.026,0
       (2019 TS4),,,,22.4,2459800.5,0.5754,2.464,1.046,4.88,248.69,150.06,260.58,3.88,0.2548,0.068,0
       (2019 TZ4),,,,19.3,2459800.5,0.5368,2.684,1.243,25.01,356.62,80.11,223.97,4.13,0.2241,0.482,0
       (2019 TD5),,,,24.9,2458764.5,0.265,1.672,1.229,4.68,228.76,134.36,6.6,2.11,0.4561,0.235,0
       (2019 TG5),,,,20.84,2459800.5,0.2989,1.755,1.23,16.07,205.1,99.11,126.84,2.28,0.4239,0.357,0
       (2019 TH5),,,,24.6,2458765.5,0.218,1.296,1.014,19.07,12.33,51.48,328.58,1.58,0.6678,0.0806,0
       (2019 TJ5),,,,26.7,2459800.5,0.6479,2.604,0.917,2.69,18.87,316.68,249.5,4.29,0.2346,0.00448,0
       (2019 TK5),,,,27.4,2459800.5,0.2002,1.021,0.817,1.5,214.91,264.8,187.84,1.23,0.9553,0.00099,0
       (2019 TN5),,,,28.3,2459800.5,0.6173,2.349,0.899,0.8,190.79,138.71,292.45,3.8,0.2737,0.000306,0
       (2019 TO5),,,,24.92,2458764.5,0.2597,1.349,0.998,35.73,13.61,308.41,30.95,1.7,0.6293,0.0792,0
       (2019 TP5),,,,25.2,2458766.5,0.6626,1.896,0.64,8.79,204.99,262.14,339.16,3.15,0.3776,0.00532,0
       (2019 TS5),,,,25.1,2458765.5,0.4003,1.38,0.828,12.38,13.42,275.11,42.4,1.93,0.6077,0.0563,0
       (2019 TU5),,,,24.6,2458764.5,0.7377,2.527,0.663,8.36,353.63,297.39,12.36,4.39,0.2454,0.0381,0
       (2019 TV5),,,,25.4,2458765.5,0.4591,1.463,0.792,22.32,193.92,97.58,34.9,2.14,0.5568,0.0578,0
       (2019 TZ5),,,,22,2459800.5,0.2939,1.775,1.253,17.52,197.78,149.54,94.5,2.3,0.4167,0.276,0
       (2019 TA6),,,,23.6,2458764.5,0.2937,1.541,1.089,20.21,189.01,189.56,0.51,1.99,0.5151,0.0909,0
       (2019 TG6),,,,21.4,2459800.5,0.2738,1.563,1.135,6.43,304.65,185.48,76.87,1.99,0.5043,0.152,0
       (2019 TH6),,,,18.85,2459800.5,0.427,2.211,1.267,22.97,320.79,129.81,283.42,3.16,0.2997,0.371,0
       (2019 TJ6),,,,24.2,2459800.5,0.447,1.948,1.077,10.09,201.8,147.72,24.67,2.82,0.3625,0.103,0
       (2019 TK6),,,,22.79,2459800.5,0.4258,1.169,0.671,4.62,191.79,314.13,14.05,1.67,0.7799,0.0507,0
       (2019 TL6),,,,22.6,2459800.5,0.5083,0.8107,0.399,25.31,203.64,344.56,164.01,1.22,1.35,0.138,0
       (2019 TM6),,,,20.5,2458772.5,0.6106,2.23,0.868,7.88,317.96,160.04,342.31,3.59,0.2961,0.0572,0
       (2019 TO6),,,,28.7,2458765.5,0.3884,1.639,1.003,1.35,202.41,156.49,6.8,2.28,0.4696,0.00731,0
       (2019 TP6),,,,22.7,2459800.5,0.4216,2.141,1.239,12.3,23.38,348.05,329.79,3.04,0.3145,0.243,0
       (2019 TQ6),,,,23.4,2458765.5,0.5152,2.123,1.029,20.14,18.6,50.74,345.52,3.22,0.3186,0.14,0
       (2019 TR6),,,,24.9,2458766.5,0.515,2.057,0.998,8.77,199.64,143.02,10.93,3.12,0.3341,0.0435,0
       (2019 TV6),,,,25.6,2458762.5,0.6192,2.517,0.958,1.97,18.12,44.51,350.11,4.08,0.2468,0.0114,0
       (2019 TW6),,,,26.6,2459800.5,0.1126,1.098,0.974,9.05,199.68,243.94,111.59,1.22,0.857,0.0318,0
       (2019 TX6),,,,22.4,2459800.5,0.3632,1.513,0.964,4.02,203.71,253.11,151.74,2.06,0.5295,0.0494,0
       (2019 TY6),,,,25.13,2458777.5,0.2405,1.307,0.993,24.28,13.53,301.58,46.4,1.62,0.6598,0.0847,0
       (2019 TZ6),,,,27.7,2459800.5,0.353,1.008,0.652,10.79,17.3,109.99,216.64,1.36,0.9732,0.0028,0
       (2019 TA7),,,,26.3,2459800.5,0.4539,0.7558,0.413,4.03,13.33,159.16,347.32,1.1,1.5,0.00946,0
       (2019 TB7),,,,26.8,2459800.5,0.131,0.8942,0.777,10,18.6,191.59,288.15,1.01,1.166,0.0104,0
       (2019 TF7),,,,17.9,2459800.5,0.5794,2.726,1.147,22.26,280.6,54.34,252.23,4.3,0.219,0.254,0
       (2019 TG7),,,,26,2458766.5,0.5042,2.047,1.015,5.68,215.63,185.79,352.68,3.08,0.3364,0.0235,0
       (2019 TH7),,,,20.7,2459800.5,0.5149,2.319,1.125,4.47,192.61,264.37,269.51,3.51,0.279,0.165,0
       (2019 TM7),,,,23.9,2458766.5,0.7377,1.861,0.488,8.41,32.58,94.51,338.68,3.23,0.3882,0.0177,0
       (2019 TR7),,,,21,2459800.5,0.4198,2.239,1.299,23.87,40.79,36,289.16,3.18,0.2941,0.358,0
       (2019 TS7),,,,25.2,2458764.5,0.2646,1.35,0.993,28.55,192.78,220.42,337.42,1.71,0.6285,0.0434,0
       (2019 TT7),,,,22.5,2458763.5,0.4372,2.233,1.257,4.86,131.09,232.56,7.9,3.21,0.2953,0.264,0
       (2019 TB8),,,,21.4,2459800.5,0.5275,1.901,0.898,11.74,350.68,345.68,41.48,2.9,0.376,0.0798,0
       (2019 TD8),,,,24.5,2459800.5,0.5461,2.318,1.052,7.26,161.02,184.31,297.04,3.58,0.2792,0.0446,0
       (2019 TE8),,,,19.4,2459800.5,0.3896,2.129,1.299,6.1,39.72,263.12,19.69,2.96,0.3173,0.308,0
       (2019 TV33),,,,21.68,2459800.5,0.2964,1.748,1.23,7.7,128.9,309.81,57.56,2.27,0.4264,0.269,0
       (2019 UB),,,,23.2,2458775.5,0.5597,2.14,0.942,23.83,207.47,145.01,8.36,3.34,0.3149,0.0103,0
       (2019 UC),,,0.074231,24.1,2459800.5,0.4081,1.494,0.884,2.69,205.82,241.09,166.16,2.1,0.5398,0.00767,0
       (2019 UD),,,,27,2459800.5,0.1639,0.8838,0.739,1.69,28.23,160.66,338.26,1.03,1.186,0.00847,0
       (2019 UG),,,,28.1,2459800.5,0.4573,1.516,0.822,0.33,224.08,96.67,205.76,2.21,0.5283,0.00196,0
       (2019 UH),,,,25.7,2459800.5,0.4221,1.653,0.955,19.94,208.84,214.92,100.41,2.35,0.464,0.0131,0
       (2019 UJ),,,,26.9,2459800.5,0.2359,1.169,0.894,22.71,205.62,248.36,33.28,1.45,0.7795,0.0185,0
